"cancer_diagnosis_time";"covid_date";"n";"n_total"
"3";2021-06-25;7;20393
"3";2021-06-26;2;20393
"3";2021-06-28;2;20393
"3";2021-06-29;7;20393
"3";2021-06-30;8;20393
"3";2021-07-01;12;20393
"3";2021-07-02;14;20393
"3";2021-07-03;2;20393
"3";2021-07-04;3;20393
"3";2021-07-05;15;20393
"3";2021-07-06;27;20393
"3";2021-07-07;9;20393
"3";2021-07-08;13;20393
"3";2021-07-09;16;20393
"3";2021-07-10;4;20393
"3";2021-07-11;6;20393
"3";2021-07-12;30;20393
"3";2021-07-13;16;20393
"3";2021-07-14;19;20393
"3";2021-07-15;11;20393
"3";2021-07-16;13;20393
"3";2021-07-17;14;20393
"3";2021-07-18;8;20393
"3";2021-07-19;28;20393
"3";2021-07-20;19;20393
"3";2021-07-21;17;20393
"3";2021-07-22;8;20393
"3";2021-07-23;16;20393
"3";2021-07-24;2;20393
"3";2021-07-25;8;20393
"3";2021-07-26;16;20393
"3";2021-07-27;12;20393
"3";2021-07-28;10;20393
"3";2021-07-29;12;20393
"3";2021-07-30;8;20393
"3";2021-07-31;4;20393
"3";2021-08-01;5;20393
"3";2021-08-02;15;20393
"3";2021-08-03;15;20393
"3";2021-08-04;10;20393
"3";2021-08-05;12;20393
"3";2021-08-06;11;20393
"3";2021-08-07;3;20393
"3";2021-08-08;4;20393
"3";2021-08-09;11;20393
"3";2021-08-10;9;20393
"3";2021-08-11;5;20393
"3";2021-08-12;8;20393
"3";2021-08-13;9;20393
"3";2021-08-14;4;20393
"3";2021-08-15;3;20393
"3";2021-08-16;13;20393
"3";2021-08-17;10;20393
"3";2021-08-18;5;20393
"3";2021-08-19;7;20393
"3";2021-08-20;5;20393
"3";2021-08-21;1;20393
"3";2021-08-22;2;20393
"3";2021-08-23;6;20393
"3";2021-08-24;8;20393
"3";2021-08-25;6;20393
"3";2021-08-26;7;20393
"3";2021-08-27;4;20393
"3";2021-08-29;3;20393
"3";2021-08-30;1;20393
"3";2021-08-31;3;20393
"3";2021-09-01;4;20393
"3";2021-09-02;6;20393
"3";2021-09-03;5;20393
"3";2021-09-05;1;20393
"3";2021-09-06;8;20393
"3";2021-09-07;2;20393
"3";2021-09-08;7;20393
"3";2021-09-09;5;20393
"3";2021-09-10;8;20393
"3";2021-09-11;2;20393
"3";2021-09-12;2;20393
"3";2021-09-13;7;20393
"3";2021-09-14;2;20393
"3";2021-09-15;8;20393
"3";2021-09-16;5;20393
"3";2021-09-17;3;20393
"3";2021-09-18;1;20393
"3";2021-09-20;9;20393
"3";2021-09-21;1;20393
"3";2021-09-22;3;20393
"3";2021-09-23;2;20393
"3";2021-09-24;2;20393
"3";2021-09-27;3;20393
"3";2021-09-28;4;20393
"3";2021-09-29;1;20393
"3";2021-09-30;4;20393
"3";2021-10-01;5;20393
"3";2021-10-02;2;20393
"3";2021-10-03;1;20393
"3";2021-10-04;6;20393
"3";2021-10-05;4;20393
"3";2021-10-06;8;20393
"3";2021-10-07;8;20393
"3";2021-10-08;6;20393
"3";2021-10-09;1;20393
"3";2021-10-11;6;20393
"3";2021-10-12;2;20393
"3";2021-10-13;5;20393
"3";2021-10-14;7;20393
"3";2021-10-15;4;20393
"3";2021-10-16;1;20393
"3";2021-10-17;1;20393
"3";2021-10-18;1;20393
"3";2021-10-19;4;20393
"3";2021-10-20;7;20393
"3";2021-10-21;3;20393
"3";2021-10-22;4;20393
"3";2021-10-23;2;20393
"3";2021-10-25;4;20393
"3";2021-10-26;4;20393
"3";2021-10-27;4;20393
"3";2021-10-28;5;20393
"3";2021-10-29;3;20393
"3";2021-10-31;1;20393
"3";2021-11-02;9;20393
"3";2021-11-03;8;20393
"3";2021-11-04;10;20393
"3";2021-11-05;5;20393
"3";2021-11-06;1;20393
"3";2021-11-08;4;20393
"3";2021-11-09;8;20393
"3";2021-11-10;7;20393
"3";2021-11-11;6;20393
"3";2021-11-12;2;20393
"3";2021-11-13;4;20393
"3";2021-11-14;1;20393
"3";2021-11-15;5;20393
"3";2021-11-16;5;20393
"3";2021-11-17;6;20393
"3";2021-11-18;6;20393
"3";2021-11-19;7;20393
"3";2021-11-20;3;20393
"3";2021-11-21;2;20393
"3";2021-11-22;8;20393
"3";2021-11-23;5;20393
"3";2021-11-24;5;20393
"3";2021-11-25;7;20393
"3";2021-11-26;5;20393
"3";2021-11-27;5;20393
"3";2021-11-28;6;20393
"3";2021-11-29;11;20393
"3";2021-11-30;7;20393
"3";2021-12-01;10;20393
"3";2021-12-02;8;20393
"3";2021-12-03;12;20393
"3";2021-12-04;8;20393
"3";2021-12-05;7;20393
"3";2021-12-06;9;20393
"3";2021-12-07;16;20393
"3";2021-12-08;11;20393
"3";2021-12-09;22;20393
"3";2021-12-10;17;20393
"3";2021-12-11;7;20393
"3";2021-12-12;6;20393
"3";2021-12-13;22;20393
"3";2021-12-14;22;20393
"3";2021-12-15;26;20393
"3";2021-12-16;22;20393
"3";2021-12-17;19;20393
"3";2021-12-18;5;20393
"3";2021-12-19;5;20393
"3";2021-12-20;27;20393
"3";2021-12-21;34;20393
"3";2021-12-22;36;20393
"3";2021-12-23;24;20393
"3";2021-12-24;34;20393
"3";2021-12-25;15;20393
"3";2021-12-26;19;20393
"3";2021-12-27;82;20393
"3";2021-12-28;70;20393
"3";2021-12-29;73;20393
"3";2021-12-30;65;20393
"3";2021-12-31;67;20393
"3";2022-01-01;30;20393
"3";2022-01-02;28;20393
"3";2022-01-03;77;20393
"3";2022-01-04;74;20393
"3";2022-01-05;64;20393
"3";2022-01-06;34;20393
"3";2022-01-07;58;20393
"3";2022-01-08;33;20393
"3";2022-01-09;52;20393
"3";2022-01-10;104;20393
"3";2022-01-11;76;20393
"3";2022-01-12;90;20393
"3";2022-01-13;76;20393
"3";2022-01-14;64;20393
"3";2022-01-15;46;20393
"3";2022-01-16;25;20393
"3";2022-01-17;70;20393
"3";2022-01-18;91;20393
"3";2022-01-19;77;20393
"3";2022-01-20;71;20393
"3";2022-01-21;56;20393
"3";2022-01-22;32;20393
"3";2022-01-23;41;20393
"3";2022-01-24;64;20393
"3";2022-01-25;51;20393
"3";2022-01-26;60;20393
"3";2022-01-27;39;20393
"3";2022-01-28;47;20393
"3";2022-01-29;21;20393
"3";2022-01-30;20;20393
"3";2022-01-31;61;20393
"3";2022-02-01;41;20393
"3";2022-02-02;43;20393
"3";2022-02-03;26;20393
"3";2022-02-04;22;20393
"3";2022-02-05;13;20393
"3";2022-02-06;11;20393
"3";2022-02-07;32;20393
"3";2022-02-08;24;20393
"3";2022-02-09;23;20393
"3";2022-02-10;11;20393
"3";2022-02-11;18;20393
"3";2022-02-12;6;20393
"3";2022-02-13;11;20393
"3";2022-02-14;23;20393
"3";2022-02-15;13;20393
"3";2022-02-16;13;20393
"3";2022-02-17;13;20393
"3";2022-02-18;13;20393
"3";2022-02-19;6;20393
"3";2022-02-20;3;20393
"3";2022-02-21;12;20393
"3";2022-02-22;14;20393
"3";2022-02-23;6;20393
"3";2022-02-24;11;20393
"3";2022-02-25;11;20393
"3";2022-02-26;6;20393
"3";2022-02-27;8;20393
"3";2022-02-28;19;20393
"3";2022-03-01;11;20393
"3";2022-03-02;10;20393
"3";2022-03-03;15;20393
"3";2022-03-04;7;20393
"3";2022-03-05;5;20393
"3";2022-03-06;4;20393
"3";2022-03-07;13;20393
"3";2022-03-08;8;20393
"3";2022-03-09;14;20393
"3";2022-03-10;15;20393
"3";2022-03-11;12;20393
"3";2022-03-12;3;20393
"3";2022-03-13;8;20393
"3";2022-03-14;13;20393
"3";2022-03-15;9;20393
"3";2022-03-16;12;20393
"3";2022-03-17;9;20393
"3";2022-03-18;11;20393
"3";2022-03-19;2;20393
"3";2022-03-20;5;20393
"3";2022-03-21;6;20393
"3";2022-03-22;5;20393
"3";2022-03-23;12;20393
"3";2022-03-24;11;20393
"3";2022-03-25;4;20393
"3";2022-03-26;2;20393
"3";2022-03-27;4;20393
"3";2022-03-28;9;20393
"3";2022-03-29;9;20393
"3";2022-03-30;8;20393
"3";2022-03-31;7;20393
"3";2022-04-01;12;20393
"3";2022-04-02;1;20393
"3";2022-04-03;6;20393
"3";2022-04-04;16;20393
"3";2022-04-05;14;20393
"3";2022-04-06;9;20393
"3";2022-04-07;12;20393
"3";2022-04-08;24;20393
"3";2022-04-09;4;20393
"3";2022-04-10;5;20393
"3";2022-04-11;12;20393
"3";2022-04-12;12;20393
"3";2022-04-13;9;20393
"3";2022-04-14;9;20393
"3";2022-04-15;3;20393
"3";2022-04-16;2;20393
"3";2022-04-17;4;20393
"3";2022-04-18;4;20393
"3";2022-04-19;12;20393
"3";2022-04-20;16;20393
"3";2022-04-21;15;20393
"3";2022-04-22;12;20393
"3";2022-04-23;3;20393
"3";2022-04-24;3;20393
"3";2022-04-25;17;20393
"3";2022-04-26;22;20393
"3";2022-04-27;16;20393
"3";2022-04-28;17;20393
"3";2022-04-29;16;20393
"3";2022-04-30;9;20393
"3";2022-05-01;7;20393
"3";2022-05-02;25;20393
"3";2022-05-03;21;20393
"3";2022-05-04;25;20393
"3";2022-05-05;22;20393
"3";2022-05-06;24;20393
"3";2022-05-07;4;20393
"3";2022-05-08;10;20393
"3";2022-05-09;30;20393
"3";2022-05-10;19;20393
"3";2022-05-11;24;20393
"3";2022-05-12;19;20393
"3";2022-05-13;20;20393
"3";2022-05-14;10;20393
"3";2022-05-15;4;20393
"3";2022-05-16;34;20393
"3";2022-05-17;30;20393
"3";2022-05-18;29;20393
"3";2022-05-19;30;20393
"3";2022-05-20;13;20393
"3";2022-05-21;11;20393
"3";2022-05-22;7;20393
"3";2022-05-23;26;20393
"3";2022-05-24;17;20393
"3";2022-05-25;17;20393
"3";2022-05-26;25;20393
"3";2022-05-27;22;20393
"3";2022-05-28;9;20393
"3";2022-05-29;2;20393
"3";2022-05-30;19;20393
"3";2022-05-31;11;20393
"3";2022-06-01;34;20393
"3";2022-06-02;20;20393
"3";2022-06-03;13;20393
"3";2022-06-04;12;20393
"3";2022-06-05;6;20393
"3";2022-06-06;10;20393
"3";2022-06-07;28;20393
"3";2022-06-08;27;20393
"3";2022-06-09;31;20393
"3";2022-06-10;31;20393
"3";2022-06-11;7;20393
"3";2022-06-12;8;20393
"3";2022-06-13;27;20393
"3";2022-06-14;19;20393
"3";2022-06-15;25;20393
"3";2022-06-16;20;20393
"3";2022-06-17;22;20393
"3";2022-06-18;9;20393
"3";2022-06-19;10;20393
"3";2022-06-20;47;20393
"3";2022-06-21;26;20393
"3";2022-06-22;38;20393
"3";2022-06-23;29;20393
"3";2022-06-24;22;20393
"3";2022-06-25;15;20393
"3";2022-06-26;23;20393
"3";2022-06-27;52;20393
"3";2022-06-28;40;20393
"3";2022-06-29;35;20393
"3";2022-06-30;36;20393
"3";NA;115382;20393
"4";2020-12-27;2;19406
"4";2020-12-28;14;19406
"4";2020-12-29;15;19406
"4";2020-12-30;16;19406
"4";2020-12-31;13;19406
"4";2021-01-01;5;19406
"4";2021-01-02;3;19406
"4";2021-01-03;6;19406
"4";2021-01-04;18;19406
"4";2021-01-05;21;19406
"4";2021-01-06;4;19406
"4";2021-01-07;12;19406
"4";2021-01-08;27;19406
"4";2021-01-10;2;19406
"4";2021-01-11;21;19406
"4";2021-01-12;14;19406
"4";2021-01-13;18;19406
"4";2021-01-14;21;19406
"4";2021-01-15;20;19406
"4";2021-01-16;8;19406
"4";2021-01-17;5;19406
"4";2021-01-18;23;19406
"4";2021-01-19;25;19406
"4";2021-01-20;12;19406
"4";2021-01-21;23;19406
"4";2021-01-22;15;19406
"4";2021-01-23;4;19406
"4";2021-01-24;6;19406
"4";2021-01-25;20;19406
"4";2021-01-26;17;19406
"4";2021-01-27;15;19406
"4";2021-01-28;12;19406
"4";2021-01-29;3;19406
"4";2021-01-30;6;19406
"4";2021-01-31;2;19406
"4";2021-02-01;17;19406
"4";2021-02-02;8;19406
"4";2021-02-03;12;19406
"4";2021-02-04;5;19406
"4";2021-02-05;7;19406
"4";2021-02-06;3;19406
"4";2021-02-07;1;19406
"4";2021-02-08;14;19406
"4";2021-02-09;5;19406
"4";2021-02-10;8;19406
"4";2021-02-11;7;19406
"4";2021-02-12;6;19406
"4";2021-02-13;1;19406
"4";2021-02-14;1;19406
"4";2021-02-15;17;19406
"4";2021-02-16;6;19406
"4";2021-02-17;4;19406
"4";2021-02-18;8;19406
"4";2021-02-19;5;19406
"4";2021-02-20;1;19406
"4";2021-02-21;3;19406
"4";2021-02-22;5;19406
"4";2021-02-23;6;19406
"4";2021-02-24;2;19406
"4";2021-02-25;5;19406
"4";2021-02-26;3;19406
"4";2021-02-27;1;19406
"4";2021-03-01;10;19406
"4";2021-03-02;3;19406
"4";2021-03-03;4;19406
"4";2021-03-04;4;19406
"4";2021-03-05;1;19406
"4";2021-03-07;1;19406
"4";2021-03-08;5;19406
"4";2021-03-09;4;19406
"4";2021-03-10;3;19406
"4";2021-03-11;5;19406
"4";2021-03-12;3;19406
"4";2021-03-13;1;19406
"4";2021-03-15;8;19406
"4";2021-03-16;4;19406
"4";2021-03-17;4;19406
"4";2021-03-18;6;19406
"4";2021-03-19;5;19406
"4";2021-03-20;2;19406
"4";2021-03-21;2;19406
"4";2021-03-22;7;19406
"4";2021-03-23;7;19406
"4";2021-03-24;4;19406
"4";2021-03-25;8;19406
"4";2021-03-26;9;19406
"4";2021-03-27;4;19406
"4";2021-03-28;2;19406
"4";2021-03-29;7;19406
"4";2021-03-30;8;19406
"4";2021-03-31;1;19406
"4";2021-04-01;10;19406
"4";2021-04-02;2;19406
"4";2021-04-03;3;19406
"4";2021-04-04;1;19406
"4";2021-04-05;5;19406
"4";2021-04-06;9;19406
"4";2021-04-07;9;19406
"4";2021-04-08;13;19406
"4";2021-04-09;11;19406
"4";2021-04-10;2;19406
"4";2021-04-11;3;19406
"4";2021-04-12;4;19406
"4";2021-04-13;7;19406
"4";2021-04-14;10;19406
"4";2021-04-15;9;19406
"4";2021-04-16;6;19406
"4";2021-04-17;2;19406
"4";2021-04-18;2;19406
"4";2021-04-19;6;19406
"4";2021-04-20;5;19406
"4";2021-04-21;5;19406
"4";2021-04-22;11;19406
"4";2021-04-23;2;19406
"4";2021-04-24;4;19406
"4";2021-04-25;2;19406
"4";2021-04-26;5;19406
"4";2021-04-27;10;19406
"4";2021-04-28;6;19406
"4";2021-04-29;6;19406
"4";2021-04-30;7;19406
"4";2021-05-01;1;19406
"4";2021-05-02;2;19406
"4";2021-05-03;6;19406
"4";2021-05-04;5;19406
"4";2021-05-05;8;19406
"4";2021-05-06;5;19406
"4";2021-05-07;3;19406
"4";2021-05-08;3;19406
"4";2021-05-09;6;19406
"4";2021-05-10;11;19406
"4";2021-05-11;3;19406
"4";2021-05-12;6;19406
"4";2021-05-13;9;19406
"4";2021-05-14;7;19406
"4";2021-05-17;3;19406
"4";2021-05-18;5;19406
"4";2021-05-19;3;19406
"4";2021-05-20;7;19406
"4";2021-05-21;3;19406
"4";2021-05-25;3;19406
"4";2021-05-26;3;19406
"4";2021-05-27;2;19406
"4";2021-05-28;3;19406
"4";2021-05-29;2;19406
"4";2021-05-31;2;19406
"4";2021-06-01;7;19406
"4";2021-06-02;7;19406
"4";2021-06-03;3;19406
"4";2021-06-04;10;19406
"4";2021-06-05;1;19406
"4";2021-06-07;11;19406
"4";2021-06-08;5;19406
"4";2021-06-09;4;19406
"4";2021-06-10;4;19406
"4";2021-06-11;2;19406
"4";2021-06-12;1;19406
"4";2021-06-14;3;19406
"4";2021-06-15;4;19406
"4";2021-06-17;1;19406
"4";2021-06-18;4;19406
"4";2021-06-20;2;19406
"4";2021-06-21;1;19406
"4";2021-06-22;4;19406
"4";2021-06-23;3;19406
"4";2021-06-24;1;19406
"4";2021-06-25;3;19406
"4";2021-06-27;1;19406
"4";2021-06-28;5;19406
"4";2021-06-29;6;19406
"4";2021-06-30;7;19406
"4";2021-07-01;11;19406
"4";2021-07-02;10;19406
"4";2021-07-03;8;19406
"4";2021-07-04;3;19406
"4";2021-07-05;17;19406
"4";2021-07-06;21;19406
"4";2021-07-07;20;19406
"4";2021-07-08;20;19406
"4";2021-07-09;15;19406
"4";2021-07-10;6;19406
"4";2021-07-11;12;19406
"4";2021-07-12;15;19406
"4";2021-07-13;18;19406
"4";2021-07-14;22;19406
"4";2021-07-15;16;19406
"4";2021-07-16;12;19406
"4";2021-07-17;9;19406
"4";2021-07-18;5;19406
"4";2021-07-19;23;19406
"4";2021-07-20;24;19406
"4";2021-07-21;20;19406
"4";2021-07-22;17;19406
"4";2021-07-23;16;19406
"4";2021-07-24;5;19406
"4";2021-07-25;4;19406
"4";2021-07-26;19;19406
"4";2021-07-27;7;19406
"4";2021-07-28;9;19406
"4";2021-07-29;12;19406
"4";2021-07-30;8;19406
"4";2021-07-31;6;19406
"4";2021-08-02;16;19406
"4";2021-08-03;7;19406
"4";2021-08-04;4;19406
"4";2021-08-05;9;19406
"4";2021-08-06;11;19406
"4";2021-08-07;7;19406
"4";2021-08-08;1;19406
"4";2021-08-09;5;19406
"4";2021-08-10;12;19406
"4";2021-08-11;3;19406
"4";2021-08-12;7;19406
"4";2021-08-13;2;19406
"4";2021-08-14;2;19406
"4";2021-08-15;4;19406
"4";2021-08-16;4;19406
"4";2021-08-17;9;19406
"4";2021-08-18;6;19406
"4";2021-08-19;7;19406
"4";2021-08-20;6;19406
"4";2021-08-22;2;19406
"4";2021-08-23;8;19406
"4";2021-08-24;5;19406
"4";2021-08-25;5;19406
"4";2021-08-26;4;19406
"4";2021-08-27;3;19406
"4";2021-08-28;1;19406
"4";2021-08-29;1;19406
"4";2021-08-30;3;19406
"4";2021-08-31;3;19406
"4";2021-09-01;7;19406
"4";2021-09-02;3;19406
"4";2021-09-03;6;19406
"4";2021-09-06;4;19406
"4";2021-09-07;5;19406
"4";2021-09-08;5;19406
"4";2021-09-09;5;19406
"4";2021-09-10;3;19406
"4";2021-09-11;1;19406
"4";2021-09-13;2;19406
"4";2021-09-14;2;19406
"4";2021-09-15;3;19406
"4";2021-09-16;5;19406
"4";2021-09-17;4;19406
"4";2021-09-19;1;19406
"4";2021-09-20;7;19406
"4";2021-09-21;5;19406
"4";2021-09-22;2;19406
"4";2021-09-23;4;19406
"4";2021-09-25;1;19406
"4";2021-09-27;2;19406
"4";2021-09-28;3;19406
"4";2021-09-29;1;19406
"4";2021-09-30;4;19406
"4";2021-10-01;8;19406
"4";2021-10-03;1;19406
"4";2021-10-04;4;19406
"4";2021-10-05;12;19406
"4";2021-10-06;6;19406
"4";2021-10-07;4;19406
"4";2021-10-08;4;19406
"4";2021-10-11;3;19406
"4";2021-10-12;1;19406
"4";2021-10-13;6;19406
"4";2021-10-14;5;19406
"4";2021-10-15;2;19406
"4";2021-10-17;1;19406
"4";2021-10-18;3;19406
"4";2021-10-19;1;19406
"4";2021-10-20;3;19406
"4";2021-10-21;4;19406
"4";2021-10-22;1;19406
"4";2021-10-25;1;19406
"4";2021-10-26;1;19406
"4";2021-10-27;3;19406
"4";2021-10-28;4;19406
"4";2021-10-29;1;19406
"4";2021-10-30;2;19406
"4";2021-11-01;1;19406
"4";2021-11-02;5;19406
"4";2021-11-03;7;19406
"4";2021-11-04;7;19406
"4";2021-11-05;8;19406
"4";2021-11-08;9;19406
"4";2021-11-09;7;19406
"4";2021-11-10;8;19406
"4";2021-11-11;2;19406
"4";2021-11-12;5;19406
"4";2021-11-13;1;19406
"4";2021-11-14;1;19406
"4";2021-11-15;5;19406
"4";2021-11-16;7;19406
"4";2021-11-17;11;19406
"4";2021-11-18;6;19406
"4";2021-11-19;4;19406
"4";2021-11-20;4;19406
"4";2021-11-21;1;19406
"4";2021-11-22;7;19406
"4";2021-11-23;7;19406
"4";2021-11-24;6;19406
"4";2021-11-25;8;19406
"4";2021-11-26;3;19406
"4";2021-11-27;3;19406
"4";2021-11-28;1;19406
"4";2021-11-29;10;19406
"4";2021-11-30;8;19406
"4";2021-12-01;8;19406
"4";2021-12-02;14;19406
"4";2021-12-03;13;19406
"4";2021-12-04;7;19406
"4";2021-12-05;4;19406
"4";2021-12-06;6;19406
"4";2021-12-07;10;19406
"4";2021-12-08;7;19406
"4";2021-12-09;19;19406
"4";2021-12-10;21;19406
"4";2021-12-11;3;19406
"4";2021-12-12;2;19406
"4";2021-12-13;17;19406
"4";2021-12-14;28;19406
"4";2021-12-15;18;19406
"4";2021-12-16;16;19406
"4";2021-12-17;17;19406
"4";2021-12-18;12;19406
"4";2021-12-19;11;19406
"4";2021-12-20;31;19406
"4";2021-12-21;22;19406
"4";2021-12-22;30;19406
"4";2021-12-23;26;19406
"4";2021-12-24;40;19406
"4";2021-12-25;22;19406
"4";2021-12-26;19;19406
"4";2021-12-27;65;19406
"4";2021-12-28;74;19406
"4";2021-12-29;57;19406
"4";2021-12-30;56;19406
"4";2021-12-31;51;19406
"4";2022-01-01;22;19406
"4";2022-01-02;29;19406
"4";2022-01-03;62;19406
"4";2022-01-04;72;19406
"4";2022-01-05;61;19406
"4";2022-01-06;40;19406
"4";2022-01-07;56;19406
"4";2022-01-08;36;19406
"4";2022-01-09;42;19406
"4";2022-01-10;96;19406
"4";2022-01-11;78;19406
"4";2022-01-12;76;19406
"4";2022-01-13;40;19406
"4";2022-01-14;69;19406
"4";2022-01-15;39;19406
"4";2022-01-16;31;19406
"4";2022-01-17;92;19406
"4";2022-01-18;73;19406
"4";2022-01-19;70;19406
"4";2022-01-20;50;19406
"4";2022-01-21;59;19406
"4";2022-01-22;28;19406
"4";2022-01-23;36;19406
"4";2022-01-24;56;19406
"4";2022-01-25;57;19406
"4";2022-01-26;46;19406
"4";2022-01-27;29;19406
"4";2022-01-28;37;19406
"4";2022-01-29;23;19406
"4";2022-01-30;13;19406
"4";2022-01-31;51;19406
"4";2022-02-01;37;19406
"4";2022-02-02;30;19406
"4";2022-02-03;33;19406
"4";2022-02-04;26;19406
"4";2022-02-05;13;19406
"4";2022-02-06;14;19406
"4";2022-02-07;26;19406
"4";2022-02-08;31;19406
"4";2022-02-09;33;19406
"4";2022-02-10;17;19406
"4";2022-02-11;22;19406
"4";2022-02-12;7;19406
"4";2022-02-13;9;19406
"4";2022-02-14;10;19406
"4";2022-02-15;20;19406
"4";2022-02-16;8;19406
"4";2022-02-17;9;19406
"4";2022-02-18;17;19406
"4";2022-02-19;5;19406
"4";2022-02-20;7;19406
"4";2022-02-21;21;19406
"4";2022-02-22;10;19406
"4";2022-02-23;13;19406
"4";2022-02-24;3;19406
"4";2022-02-25;10;19406
"4";2022-02-26;6;19406
"4";2022-02-27;5;19406
"4";2022-02-28;7;19406
"4";2022-03-01;16;19406
"4";2022-03-02;13;19406
"4";2022-03-03;14;19406
"4";2022-03-04;14;19406
"4";2022-03-05;2;19406
"4";2022-03-06;5;19406
"4";2022-03-07;19;19406
"4";2022-03-08;14;19406
"4";2022-03-09;12;19406
"4";2022-03-10;13;19406
"4";2022-03-11;14;19406
"4";2022-03-12;8;19406
"4";2022-03-13;6;19406
"4";2022-03-14;17;19406
"4";2022-03-15;11;19406
"4";2022-03-16;8;19406
"4";2022-03-17;14;19406
"4";2022-03-18;9;19406
"4";2022-03-19;2;19406
"4";2022-03-20;6;19406
"4";2022-03-21;9;19406
"4";2022-03-22;10;19406
"4";2022-03-23;10;19406
"4";2022-03-24;11;19406
"4";2022-03-25;7;19406
"4";2022-03-26;3;19406
"4";2022-03-27;1;19406
"4";2022-03-28;4;19406
"4";2022-03-29;2;19406
"4";2022-03-30;10;19406
"4";2022-03-31;11;19406
"4";2022-04-01;9;19406
"4";2022-04-02;2;19406
"4";2022-04-03;3;19406
"4";2022-04-04;13;19406
"4";2022-04-05;18;19406
"4";2022-04-06;11;19406
"4";2022-04-07;9;19406
"4";2022-04-08;6;19406
"4";2022-04-09;5;19406
"4";2022-04-10;2;19406
"4";2022-04-11;11;19406
"4";2022-04-12;14;19406
"4";2022-04-13;11;19406
"4";2022-04-14;12;19406
"4";2022-04-15;3;19406
"4";2022-04-16;6;19406
"4";2022-04-17;6;19406
"4";2022-04-18;3;19406
"4";2022-04-19;21;19406
"4";2022-04-20;15;19406
"4";2022-04-21;21;19406
"4";2022-04-22;11;19406
"4";2022-04-23;7;19406
"4";2022-04-24;6;19406
"4";2022-04-25;9;19406
"4";2022-04-26;18;19406
"4";2022-04-27;10;19406
"4";2022-04-28;14;19406
"4";2022-04-29;12;19406
"4";2022-04-30;3;19406
"4";2022-05-01;5;19406
"4";2022-05-02;25;19406
"4";2022-05-03;26;19406
"4";2022-05-04;19;19406
"4";2022-05-05;23;19406
"4";2022-05-06;31;19406
"4";2022-05-07;10;19406
"4";2022-05-08;5;19406
"4";2022-05-09;21;19406
"4";2022-05-10;25;19406
"4";2022-05-11;21;19406
"4";2022-05-12;24;19406
"4";2022-05-13;24;19406
"4";2022-05-14;6;19406
"4";2022-05-15;9;19406
"4";2022-05-16;23;19406
"4";2022-05-17;27;19406
"4";2022-05-18;23;19406
"4";2022-05-19;13;19406
"4";2022-05-20;22;19406
"4";2022-05-21;6;19406
"4";2022-05-22;7;19406
"4";2022-05-23;25;19406
"4";2022-05-24;23;19406
"4";2022-05-25;17;19406
"4";2022-05-26;23;19406
"4";2022-05-27;16;19406
"4";2022-05-28;6;19406
"4";2022-05-29;4;19406
"4";2022-05-30;22;19406
"4";2022-05-31;14;19406
"4";2022-06-01;19;19406
"4";2022-06-02;25;19406
"4";2022-06-03;28;19406
"4";2022-06-04;7;19406
"4";2022-06-05;8;19406
"4";2022-06-06;4;19406
"4";2022-06-07;29;19406
"4";2022-06-08;23;19406
"4";2022-06-09;27;19406
"4";2022-06-10;12;19406
"4";2022-06-11;6;19406
"4";2022-06-12;3;19406
"4";2022-06-13;20;19406
"4";2022-06-14;25;19406
"4";2022-06-15;16;19406
"4";2022-06-16;31;19406
"4";2022-06-17;24;19406
"4";2022-06-18;9;19406
"4";2022-06-19;13;19406
"4";2022-06-20;47;19406
"4";2022-06-21;36;19406
"4";2022-06-22;25;19406
"4";2022-06-23;39;19406
"4";2022-06-24;17;19406
"4";2022-06-25;17;19406
"4";2022-06-26;19;19406
"4";2022-06-27;49;19406
"4";2022-06-28;47;19406
"4";2022-06-29;44;19406
"4";2022-06-30;23;19406
"4";NA;109855;19406
