"vac_number";"vac_exposure_date";"n";"n_total";"cum_sum"
"Dose One";2020-12-27;4;164467;2.43209884049688e-05
"Dose One";2020-12-29;4;164467;4.86419768099376e-05
"Dose One";2020-12-30;12;164467;0.000121604942024844
"Dose One";2020-12-31;9;164467;0.000176327165936024
"Dose One";2021-01-02;9;164467;0.000231049389847203
"Dose One";2021-01-04;17;164467;0.000334413590568321
"Dose One";2021-01-05;94;164467;0.000905956818085087
"Dose One";2021-01-06;14;164467;0.000991080277502478
"Dose One";2021-01-07;102;164467;0.00161126548182918
"Dose One";2021-01-08;149;164467;0.00251722229991427
"Dose One";2021-01-09;59;164467;0.00287595687888756
"Dose One";2021-01-10;29;164467;0.00305228404482358
"Dose One";2021-01-11;91;164467;0.00360558653103662
"Dose One";2021-01-12;130;164467;0.00439601865419811
"Dose One";2021-01-13;134;164467;0.00521077176576456
"Dose One";2021-01-14;106;164467;0.00585527795849623
"Dose One";2021-01-15;145;164467;0.00673691378817635
"Dose One";2021-01-16;47;164467;0.00702268540193473
"Dose One";2021-01-17;14;164467;0.00710780886135213
"Dose One";2021-01-18;109;164467;0.00777055579538752
"Dose One";2021-01-19;31;164467;0.00795904345552603
"Dose One";2021-01-20;27;164467;0.00812321012725957
"Dose One";2021-01-21;28;164467;0.00829345704609435
"Dose One";2021-01-22;44;164467;0.00856098791854901
"Dose One";2021-01-23;16;164467;0.00865827187216888
"Dose One";2021-01-24;3;164467;0.00867651261347261
"Dose One";2021-01-25;21;164467;0.0088041978025987
"Dose One";2021-01-26;14;164467;0.00888932126201609
"Dose One";2021-01-27;8;164467;0.00893796323882603
"Dose One";2021-01-28;10;164467;0.00899876570983845
"Dose One";2021-01-29;11;164467;0.00906564842795211
"Dose One";2021-01-30;4;164467;0.00908996941635708
"Dose One";2021-01-31;6;164467;0.00912645089896453
"Dose One";2021-02-01;14;164467;0.00921157435838192
"Dose One";2021-02-02;5;164467;0.00924197559388814
"Dose One";2021-02-03;7;164467;0.00928453732359683
"Dose One";2021-02-04;8;164467;0.00933317930040677
"Dose One";2021-02-05;15;164467;0.0094243830069254
"Dose One";2021-02-06;2;164467;0.00943654350112789
"Dose One";2021-02-07;5;164467;0.0094669447366341
"Dose One";2021-02-08;29;164467;0.00964327190257012
"Dose One";2021-02-09;16;164467;0.00974055585619
"Dose One";2021-02-10;81;164467;0.0102330558713906
"Dose One";2021-02-11;103;164467;0.0108593213228186
"Dose One";2021-02-12;130;164467;0.01164975344598
"Dose One";2021-02-13;25;164467;0.0118017596235111
"Dose One";2021-02-14;6;164467;0.0118382411061186
"Dose One";2021-02-15;91;164467;0.0123915435923316
"Dose One";2021-02-16;78;164467;0.0128658028662285
"Dose One";2021-02-17;141;164467;0.0137231177075036
"Dose One";2021-02-18;295;164467;0.0155167906023701
"Dose One";2021-02-19;347;164467;0.0176266363465011
"Dose One";2021-02-20;25;164467;0.0177786425240322
"Dose One";2021-02-21;5;164467;0.0178090437595384
"Dose One";2021-02-22;167;164467;0.0188244450254458
"Dose One";2021-02-23;663;164467;0.0228556488535694
"Dose One";2021-02-24;1146;164467;0.029823612031593
"Dose One";2021-02-25;1176;164467;0.0369739826226538
"Dose One";2021-02-26;812;164467;0.0419111432688624
"Dose One";2021-02-27;45;164467;0.0421847543884183
"Dose One";2021-02-28;5;164467;0.0422151556239246
"Dose One";2021-03-01;93;164467;0.0427806186043401
"Dose One";2021-03-02;556;164467;0.0461612359926307
"Dose One";2021-03-03;950;164467;0.0519374707388108
"Dose One";2021-03-04;819;164467;0.0569171931147282
"Dose One";2021-03-05;559;164467;0.0603160512443226
"Dose One";2021-03-06;40;164467;0.0605592611283723
"Dose One";2021-03-07;11;164467;0.0606261438464859
"Dose One";2021-03-08;143;164467;0.0614956191819636
"Dose One";2021-03-09;348;164467;0.0636115451731958
"Dose One";2021-03-10;456;164467;0.0663841378513623
"Dose One";2021-03-11;307;164467;0.0682507737114436
"Dose One";2021-03-12;192;164467;0.0694181811548821
"Dose One";2021-03-13;18;164467;0.0695276256027045
"Dose One";2021-03-14;1;164467;0.0695337058498057
"Dose One";2021-03-15;81;164467;0.0700262058650064
"Dose One";2021-03-16;61;164467;0.0703971009381821
"Dose One";2021-03-17;159;164467;0.0713638602272796
"Dose One";2021-03-18;284;164467;0.0730906504040324
"Dose One";2021-03-19;330;164467;0.0750971319474423
"Dose One";2021-03-20;3;164467;0.0751153726887461
"Dose One";2021-03-22;452;164467;0.0778636443785075
"Dose One";2021-03-23;387;164467;0.0802167000066883
"Dose One";2021-03-24;1319;164467;0.0882365459332267
"Dose One";2021-03-25;1770;164467;0.0989985833024254
"Dose One";2021-03-26;1493;164467;0.10807639222458
"Dose One";2021-03-27;442;164467;0.110763861443329
"Dose One";2021-03-28;106;164467;0.111408367636061
"Dose One";2021-03-29;1173;164467;0.118540497485818
"Dose One";2021-03-30;2828;164467;0.135735436288131
"Dose One";2021-03-31;3141;164467;0.154833492433132
"Dose One";2021-04-01;1984;164467;0.166896702681997
"Dose One";2021-04-02;213;164467;0.168191795314562
"Dose One";2021-04-03;385;164467;0.17053269044854
"Dose One";2021-04-04;268;164467;0.172162196671673
"Dose One";2021-04-05;369;164467;0.174405807852031
"Dose One";2021-04-06;1850;164467;0.185654264989329
"Dose One";2021-04-07;3215;164467;0.205202259419823
"Dose One";2021-04-08;2983;164467;0.223339636522828
"Dose One";2021-04-09;2319;164467;0.237439729550609
"Dose One";2021-04-10;95;164467;0.238017353025227
"Dose One";2021-04-11;23;164467;0.238157198708556
"Dose One";2021-04-12;744;164467;0.24268090255188
"Dose One";2021-04-13;1941;164467;0.254482662175391
"Dose One";2021-04-14;2649;164467;0.270589236746581
"Dose One";2021-04-15;2707;164467;0.287048465649644
"Dose One";2021-04-16;1791;164467;0.297938188207969
"Dose One";2021-04-17;139;164467;0.298783342555041
"Dose One";2021-04-18;13;164467;0.298862385767358
"Dose One";2021-04-19;457;164467;0.301641058692625
"Dose One";2021-04-20;998;164467;0.307709145299665
"Dose One";2021-04-21;1071;164467;0.314221089945095
"Dose One";2021-04-22;1413;164467;0.322812479099151
"Dose One";2021-04-23;1230;164467;0.330291183033678
"Dose One";2021-04-24;77;164467;0.330759362060474
"Dose One";2021-04-25;33;164467;0.330960010214815
"Dose One";2021-04-26;825;164467;0.33597621407334
"Dose One";2021-04-27;1049;164467;0.342354393282543
"Dose One";2021-04-28;855;164467;0.347553004554105
"Dose One";2021-04-29;853;164467;0.352739455331465
"Dose One";2021-04-30;1807;164467;0.363726461843409
"Dose One";2021-05-01;683;164467;0.367879270613558
"Dose One";2021-05-02;339;164467;0.369940474380879
"Dose One";2021-05-03;1463;164467;0.378835875889996
"Dose One";2021-05-04;1190;164467;0.386071369940474
"Dose One";2021-05-05;1002;164467;0.392163777535919
"Dose One";2021-05-06;926;164467;0.397794086351669
"Dose One";2021-05-07;1713;164467;0.408209549636097
"Dose One";2021-05-08;569;164467;0.411669210236704
"Dose One";2021-05-09;390;164467;0.414040506606188
"Dose One";2021-05-10;898;164467;0.419500568503104
"Dose One";2021-05-11;997;164467;0.425562574863042
"Dose One";2021-05-12;1130;164467;0.432433254087446
"Dose One";2021-05-13;1102;164467;0.439133686393015
"Dose One";2021-05-14;1050;164467;0.445517945849319
"Dose One";2021-05-15;362;164467;0.447718995299969
"Dose One";2021-05-16;241;164467;0.449184334851368
"Dose One";2021-05-17;424;164467;0.451762359622295
"Dose One";2021-05-18;800;164467;0.456626557303289
"Dose One";2021-05-19;787;164467;0.461411711771966
"Dose One";2021-05-20;821;164467;0.466403594642086
"Dose One";2021-05-21;550;164467;0.469747730547769
"Dose One";2021-05-22;168;164467;0.470769212060778
"Dose One";2021-05-23;66;164467;0.47117050836946
"Dose One";2021-05-24;122;164467;0.471912298515812
"Dose One";2021-05-25;422;164467;0.474478162792536
"Dose One";2021-05-26;426;164467;0.477068348057665
"Dose One";2021-05-27;539;164467;0.480345601245235
"Dose One";2021-05-28;350;164467;0.482473687730669
"Dose One";2021-05-29;114;164467;0.483166835900211
"Dose One";2021-05-30;55;164467;0.483501249490779
"Dose One";2021-05-31;188;164467;0.484644335945813
"Dose One";2021-06-01;277;164467;0.486328564392857
"Dose One";2021-06-02;355;164467;0.488487052113798
"Dose One";2021-06-03;448;164467;0.491211002815154
"Dose One";2021-06-04;391;164467;0.49358837943174
"Dose One";2021-06-05;203;164467;0.494822669593292
"Dose One";2021-06-06;113;164467;0.495509737515733
"Dose One";2021-06-07;557;164467;0.498896435151125
"Dose One";2021-06-08;424;164467;0.501474459922051
"Dose One";2021-06-09;462;164467;0.504283534082825
"Dose One";2021-06-10;514;164467;0.507408781092864
"Dose One";2021-06-11;652;164467;0.511373102202874
"Dose One";2021-06-12;228;164467;0.512759398541957
"Dose One";2021-06-13;118;164467;0.513476867699903
"Dose One";2021-06-14;500;164467;0.516516991250524
"Dose One";2021-06-15;512;164467;0.51963007776636
"Dose One";2021-06-16;511;164467;0.522737084035095
"Dose One";2021-06-17;440;164467;0.525412392759642
"Dose One";2021-06-18;489;164467;0.528385633592149
"Dose One";2021-06-19;226;164467;0.52975976943703
"Dose One";2021-06-20;112;164467;0.530440757112369
"Dose One";2021-06-21;358;164467;0.532617485574614
"Dose One";2021-06-22;488;164467;0.53558464616002
"Dose One";2021-06-23;303;164467;0.537426961031696
"Dose One";2021-06-24;83;164467;0.537931621541099
"Dose One";2021-06-25;255;164467;0.539482084551916
"Dose One";2021-06-26;115;164467;0.540181312968559
"Dose One";2021-06-27;133;164467;0.540989985833024
"Dose One";2021-06-28;248;164467;0.542497887114132
"Dose One";2021-06-29;299;164467;0.544315880997404
"Dose One";2021-06-30;322;164467;0.546273720564004
"Dose One";2021-07-01;245;164467;0.547763381103808
"Dose One";2021-07-02;268;164467;0.549392887326941
"Dose One";2021-07-03;102;164467;0.550013072531268
"Dose One";2021-07-04;99;164467;0.550615016994291
"Dose One";2021-07-05;139;164467;0.551460171341363
"Dose One";2021-07-06;160;164467;0.552433010877562
"Dose One";2021-07-07;145;164467;0.553314646707242
"Dose One";2021-07-08;187;164467;0.554451652915175
"Dose One";2021-07-09;135;164467;0.555272486273842
"Dose One";2021-07-10;72;164467;0.555710264065132
"Dose One";2021-07-11;53;164467;0.556032517161497
"Dose One";2021-07-12;98;164467;0.556628381377419
"Dose One";2021-07-13;87;164467;0.557157362875227
"Dose One";2021-07-14;154;164467;0.558093720928819
"Dose One";2021-07-15;213;164467;0.559388813561383
"Dose One";2021-07-16;127;164467;0.560161004943241
"Dose One";2021-07-17;37;164467;0.560385974085987
"Dose One";2021-07-18;19;164467;0.56050149878091
"Dose One";2021-07-19;49;164467;0.560799430888871
"Dose One";2021-07-20;106;164467;0.561443937081603
"Dose One";2021-07-21;74;164467;0.561893875367095
"Dose One";2021-07-22;127;164467;0.562666066748953
"Dose One";2021-07-23;125;164467;0.563426097636608
"Dose One";2021-07-24;36;164467;0.563644986532253
"Dose One";2021-07-25;22;164467;0.56377875196848
"Dose One";2021-07-26;74;164467;0.564228690253972
"Dose One";2021-07-27;115;164467;0.564927918670615
"Dose One";2021-07-28;119;164467;0.565651468075663
"Dose One";2021-07-29;131;164467;0.566447980445925
"Dose One";2021-07-30;123;164467;0.567195850839378
"Dose One";2021-07-31;28;164467;0.567366097758213
"Dose One";2021-08-01;17;164467;0.567469461958934
"Dose One";2021-08-02;71;164467;0.567901159503122
"Dose One";2021-08-03;141;164467;0.568758474344397
"Dose One";2021-08-04;133;164467;0.569567147208863
"Dose One";2021-08-05;120;164467;0.570296776861012
"Dose One";2021-08-06;97;164467;0.570886560829832
"Dose One";2021-08-07;27;164467;0.571050727501566
"Dose One";2021-08-08;19;164467;0.571166252196489
"Dose One";2021-08-09;51;164467;0.571476344798653
"Dose One";2021-08-10;77;164467;0.571944523825448
"Dose One";2021-08-11;81;164467;0.572437023840649
"Dose One";2021-08-12;95;164467;0.573014647315267
"Dose One";2021-08-13;110;164467;0.573683474496404
"Dose One";2021-08-14;45;164467;0.573957085615959
"Dose One";2021-08-15;7;164467;0.573999647345668
"Dose One";2021-08-16;96;164467;0.574583351067387
"Dose One";2021-08-17;75;164467;0.575039369599981
"Dose One";2021-08-18;50;164467;0.575343381955043
"Dose One";2021-08-19;79;164467;0.575823721476041
"Dose One";2021-08-20;76;164467;0.576285820255735
"Dose One";2021-08-21;14;164467;0.576370943715153
"Dose One";2021-08-22;2;164467;0.576383104209355
"Dose One";2021-08-23;35;164467;0.576595912857899
"Dose One";2021-08-24;38;164467;0.576826962247746
"Dose One";2021-08-25;43;164467;0.577088412873099
"Dose One";2021-08-26;41;164467;0.57733770300425
"Dose One";2021-08-27;37;164467;0.577562672146996
"Dose One";2021-08-28;7;164467;0.577605233876705
"Dose One";2021-08-29;5;164467;0.577635635112211
"Dose One";2021-08-30;22;164467;0.577769400548438
"Dose One";2021-08-31;32;164467;0.577963968455678
"Dose One";2021-09-01;32;164467;0.578158536362918
"Dose One";2021-09-02;36;164467;0.578377425258563
"Dose One";2021-09-03;28;164467;0.578547672177397
"Dose One";2021-09-04;6;164467;0.578584153660005
"Dose One";2021-09-05;4;164467;0.57860847464841
"Dose One";2021-09-06;26;164467;0.578766561073042
"Dose One";2021-09-07;36;164467;0.578985449968687
"Dose One";2021-09-08;36;164467;0.579204338864331
"Dose One";2021-09-09;53;164467;0.579526591960697
"Dose One";2021-09-10;36;164467;0.579745480856342
"Dose One";2021-09-11;6;164467;0.579781962338949
"Dose One";2021-09-12;2;164467;0.579794122833152
"Dose One";2021-09-13;19;164467;0.579909647528076
"Dose One";2021-09-14;38;164467;0.580140696917923
"Dose One";2021-09-15;34;164467;0.580347425319365
"Dose One";2021-09-16;30;164467;0.580529832732402
"Dose One";2021-09-17;39;164467;0.580766962369351
"Dose One";2021-09-18;5;164467;0.580797363604857
"Dose One";2021-09-19;3;164467;0.580815604346161
"Dose One";2021-09-20;19;164467;0.580931129041084
"Dose One";2021-09-21;22;164467;0.581064894477312
"Dose One";2021-09-22;30;164467;0.581247301890349
"Dose One";2021-09-23;25;164467;0.58139930806788
"Dose One";2021-09-24;14;164467;0.581484431527297
"Dose One";2021-09-25;4;164467;0.581508752515702
"Dose One";2021-09-26;1;164467;0.581514832762803
"Dose One";2021-09-27;22;164467;0.581648598199031
"Dose One";2021-09-28;21;164467;0.581776283388157
"Dose One";2021-09-29;22;164467;0.581910048824384
"Dose One";2021-09-30;26;164467;0.582068135249017
"Dose One";2021-10-01;11;164467;0.58213501796713
"Dose One";2021-10-02;3;164467;0.582153258708434
"Dose One";2021-10-04;11;164467;0.582220141426548
"Dose One";2021-10-05;11;164467;0.582287024144661
"Dose One";2021-10-06;12;164467;0.582359987109876
"Dose One";2021-10-07;29;164467;0.582536314275812
"Dose One";2021-10-08;24;164467;0.582682240206242
"Dose One";2021-10-09;3;164467;0.582700480947546
"Dose One";2021-10-10;1;164467;0.582706561194647
"Dose One";2021-10-11;7;164467;0.582749122924356
"Dose One";2021-10-13;11;164467;0.582816005642469
"Dose One";2021-10-14;17;164467;0.58291936984319
"Dose One";2021-10-15;18;164467;0.583028814291013
"Dose One";2021-10-16;1;164467;0.583034894538114
"Dose One";2021-10-17;2;164467;0.583047055032316
"Dose One";2021-10-18;7;164467;0.583089616762025
"Dose One";2021-10-19;5;164467;0.583120017997531
"Dose One";2021-10-20;17;164467;0.583223382198253
"Dose One";2021-10-21;20;164467;0.583344987140277
"Dose One";2021-10-22;18;164467;0.5834544315881
"Dose One";2021-10-23;3;164467;0.583472672329403
"Dose One";2021-10-24;1;164467;0.583478752576505
"Dose One";2021-10-25;9;164467;0.583533474800416
"Dose One";2021-10-26;17;164467;0.583636839001137
"Dose One";2021-10-27;13;164467;0.583715882213453
"Dose One";2021-10-28;17;164467;0.583819246414174
"Dose One";2021-10-29;13;164467;0.58389828962649
"Dose One";2021-10-30;4;164467;0.583922610614895
"Dose One";2021-10-31;1;164467;0.583928690861997
"Dose One";2021-11-02;4;164467;0.583953011850402
"Dose One";2021-11-03;8;164467;0.584001653827212
"Dose One";2021-11-04;13;164467;0.584080697039528
"Dose One";2021-11-05;12;164467;0.584153660004743
"Dose One";2021-11-06;2;164467;0.584165820498945
"Dose One";2021-11-07;1;164467;0.584171900746046
"Dose One";2021-11-08;6;164467;0.584208382228654
"Dose One";2021-11-09;3;164467;0.584226622969958
"Dose One";2021-11-10;13;164467;0.584305666182274
"Dose One";2021-11-11;13;164467;0.58438470939459
"Dose One";2021-11-12;12;164467;0.584457672359805
"Dose One";2021-11-13;3;164467;0.584475913101108
"Dose One";2021-11-14;3;164467;0.584494153842412
"Dose One";2021-11-15;14;164467;0.58457927730183
"Dose One";2021-11-16;19;164467;0.584694801996753
"Dose One";2021-11-17;17;164467;0.584798166197474
"Dose One";2021-11-18;22;164467;0.584931931633702
"Dose One";2021-11-19;26;164467;0.585090018058334
"Dose One";2021-11-20;3;164467;0.585108258799638
"Dose One";2021-11-21;1;164467;0.585114339046739
"Dose One";2021-11-22;7;164467;0.585156900776448
"Dose One";2021-11-23;15;164467;0.585248104482966
"Dose One";2021-11-24;28;164467;0.585418351401801
"Dose One";2021-11-25;30;164467;0.585600758814838
"Dose One";2021-11-26;29;164467;0.585777085980774
"Dose One";2021-11-27;11;164467;0.585843968698888
"Dose One";2021-11-28;4;164467;0.585868289687293
"Dose One";2021-11-29;28;164467;0.586038536606128
"Dose One";2021-11-30;28;164467;0.586208783524962
"Dose One";2021-12-01;37;164467;0.586433752667708
"Dose One";2021-12-02;42;164467;0.586689123045961
"Dose One";2021-12-03;39;164467;0.586926252682909
"Dose One";2021-12-04;11;164467;0.586993135401023
"Dose One";2021-12-05;13;164467;0.587072178613339
"Dose One";2021-12-06;5;164467;0.587102579848845
"Dose One";2021-12-07;14;164467;0.587187703308262
"Dose One";2021-12-08;6;164467;0.58722418479087
"Dose One";2021-12-09;38;164467;0.587455234180717
"Dose One";2021-12-10;24;164467;0.587601160111147
"Dose One";2021-12-11;7;164467;0.587643721840856
"Dose One";2021-12-12;6;164467;0.587680203323463
"Dose One";2021-12-13;36;164467;0.587899092219108
"Dose One";2021-12-14;36;164467;0.588117981114753
"Dose One";2021-12-15;19;164467;0.588233505809676
"Dose One";2021-12-16;36;164467;0.588452394705321
"Dose One";2021-12-17;32;164467;0.588646962612561
"Dose One";2021-12-18;8;164467;0.588695604589371
"Dose One";2021-12-19;11;164467;0.588762487307484
"Dose One";2021-12-20;21;164467;0.58889017249661
"Dose One";2021-12-21;40;164467;0.58913338238066
"Dose One";2021-12-22;26;164467;0.589291468805292
"Dose One";2021-12-23;17;164467;0.589394833006013
"Dose One";2021-12-24;9;164467;0.589449555229925
"Dose One";2021-12-27;14;164467;0.589534678689342
"Dose One";2021-12-28;13;164467;0.589613721901658
"Dose One";2021-12-29;18;164467;0.58972316634948
"Dose One";2021-12-30;14;164467;0.589808289808898
"Dose One";2021-12-31;3;164467;0.589826530550202
"Dose One";2022-01-02;2;164467;0.589838691044404
"Dose One";2022-01-03;7;164467;0.589881252774113
"Dose One";2022-01-04;10;164467;0.589942055245125
"Dose One";2022-01-05;6;164467;0.589978536727733
"Dose One";2022-01-07;12;164467;0.590051499692948
"Dose One";2022-01-08;2;164467;0.59006366018715
"Dose One";2022-01-09;4;164467;0.590087981175555
"Dose One";2022-01-10;12;164467;0.59016094414077
"Dose One";2022-01-11;10;164467;0.590221746611782
"Dose One";2022-01-12;15;164467;0.590312950318301
"Dose One";2022-01-13;10;164467;0.590373752789313
"Dose One";2022-01-14;10;164467;0.590434555260326
"Dose One";2022-01-15;2;164467;0.590446715754528
"Dose One";2022-01-16;6;164467;0.590483197237136
"Dose One";2022-01-17;9;164467;0.590537919461047
"Dose One";2022-01-18;6;164467;0.590574400943654
"Dose One";2022-01-19;10;164467;0.590635203414667
"Dose One";2022-01-20;12;164467;0.590708166379882
"Dose One";2022-01-21;8;164467;0.590756808356692
"Dose One";2022-01-22;3;164467;0.590775049097995
"Dose One";2022-01-23;1;164467;0.590781129345097
"Dose One";2022-01-24;6;164467;0.590817610827704
"Dose One";2022-01-25;7;164467;0.590860172557413
"Dose One";2022-01-26;9;164467;0.590914894781324
"Dose One";2022-01-27;7;164467;0.590957456511033
"Dose One";2022-01-28;7;164467;0.591000018240741
"Dose One";2022-01-29;2;164467;0.591012178734944
"Dose One";2022-01-31;2;164467;0.591024339229146
"Dose One";2022-02-01;4;164467;0.591048660217551
"Dose One";2022-02-02;2;164467;0.591060820711754
"Dose One";2022-02-03;4;164467;0.591085141700159
"Dose One";2022-02-04;3;164467;0.591103382441462
"Dose One";2022-02-07;3;164467;0.591121623182766
"Dose One";2022-02-08;1;164467;0.591127703429867
"Dose One";2022-02-09;1;164467;0.591133783676969
